node1,node2,label,score_PA,score_CN,score_JC,score_AA,score_RA,score_COMB
G_9782,D_OMIM:606070,1,0.0,0.0,0.0,0.0,0.0,0.0
G_7227,D_OMIM:604369,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_117155,D_OMIM:619599,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_200373,D_ORPHA:329191,0,0.0,0.0,0.0,0.0,0.0,0.0
G_56886,D_OMIM:621381,1,0.0,0.0,0.0,0.0,0.0,0.0
G_80267,D_OMIM:615803,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_131405,D_OMIM:618667,1,0.0,0.0,0.0,0.0,0.0,0.0
G_2776,D_OMIM:185300,1,0.0,0.0,0.0,0.0,0.0,0.0
G_23090,D_OMIM:192605,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_7102,D_OMIM:300210,1,0.0,0.0,0.0,0.0,0.0,0.0
G_6785,D_ORPHA:1955,1,0.0,0.0,0.0,0.0,0.0,0.0
G_64374,D_OMIM:618412,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_9179,D_ORPHA:280763,1,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_9213,D_ORPHA:497764,0,0.0,0.0,0.0,0.0,0.0,0.0
G_415,D_OMIM:302950,1,0.0,0.0,0.0,0.0,0.0,0.0
G_10277,D_ORPHA:1606,1,0.0,0.0,0.0,0.0,0.0,0.0
G_28444,D_ORPHA:67038,1,0.0,0.0,0.0,0.0,0.0,0.0
G_7286,D_ORPHA:595109,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_100996717,D_ORPHA:2289,1,0.0,0.0,0.0,0.0,0.0,0.0
G_348,D_ORPHA:100924,0,7.0,0.0,0.0,0.0,0.0,0.00047532820280664606
G_4723,D_OMIM:618225,1,0.0,0.0,0.0,0.0,0.0,0.0
G_3818,D_ORPHA:457,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_6569,D_OMIM:133100,0,18.0,0.0,0.0,0.0,0.0,0.0012222725215028042
G_5726,D_OMIM:171200,1,0.0,0.0,0.0,0.0,0.0,0.0
G_8930,D_ORPHA:661526,1,0.0,0.0,0.0,0.0,0.0,0.0
G_55814,D_OMIM:618257,1,0.0,0.0,0.0,0.0,0.0,0.0
G_84679,D_ORPHA:777,1,23.0,0.0,0.0,0.0,0.0,0.001561792666364694
G_90678,D_ORPHA:309803,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_7200,D_OMIM:275120,1,0.0,0.0,0.0,0.0,0.0,0.0
G_27022,D_OMIM:620583,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_55157,D_ORPHA:700497,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_205327,D_OMIM:620931,0,0.0,0.0,0.0,0.0,0.0,0.0
G_415,D_ORPHA:99915,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_7353,D_OMIM:616589,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_2645,D_ORPHA:552,1,50.0,3.0,0.2727272727272727,1.4407969303657029,0.37424242424242427,0.016161158895291603
G_5476,D_ORPHA:538,0,6.0,0.0,0.0,0.0,0.0,0.000407424173834268
G_219285,D_OMIM:159550,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5557,D_OMIM:610021,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_55033,D_OMIM:617393,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_9373,D_OMIM:612656,0,0.0,0.0,0.0,0.0,0.0,0.0
G_60678,D_OMIM:620817,0,0.0,0.0,0.0,0.0,0.0,0.0
G_26284,D_ORPHA:687424,0,0.0,0.0,0.0,0.0,0.0,0.0
G_6184,D_OMIM:605362,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_6774,D_ORPHA:512017,1,0.0,0.0,0.0,0.0,0.0,0.0
G_84189,D_OMIM:614321,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_1593,D_OMIM:620462,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_2166,D_OMIM:607080,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_8320,D_ORPHA:171703,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5605,D_OMIM:300990,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_6224,D_ORPHA:440437,1,0.0,0.0,0.0,0.0,0.0,0.0
G_3615,D_OMIM:617995,1,0.0,0.0,0.0,0.0,0.0,0.0
G_2516,D_ORPHA:251510,1,63.0,5.0,0.11363636363636363,2.6085367323468494,0.7345238095238096,0.02555454956971432
G_4137,D_ORPHA:240085,1,0.0,0.0,0.0,0.0,0.0,0.0
G_65109,D_ORPHA:369837,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_2162,D_OMIM:608446,1,16.0,0.0,0.0,0.0,0.0,0.0010864644635580482
G_10049,D_ORPHA:34516,1,0.0,0.0,0.0,0.0,0.0,0.0
G_1832,D_ORPHA:2032,1,120.0,0.0,0.0,0.0,0.0,0.008148483476685361
G_5191,D_ORPHA:309789,1,0.0,0.0,0.0,0.0,0.0,0.0
G_217,D_OMIM:609549,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_55210,D_OMIM:618810,1,0.0,0.0,0.0,0.0,0.0,0.0
G_10459,D_OMIM:619451,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_3827,D_OMIM:620033,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_10594,D_ORPHA:528084,1,94.0,0.0,0.0,0.0,0.0,0.0063829787234035325
G_84173,D_OMIM:615429,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5446,D_OMIM:608471,0,0.0,0.0,0.0,0.0,0.0,0.0
G_90624,D_OMIM:222300,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_667,D_OMIM:619143,0,0.0,0.0,0.0,0.0,0.0,0.0
G_7471,D_ORPHA:216820,1,14.0,0.0,0.0,0.0,0.0,0.0009506564056132921
G_2033,D_ORPHA:263487,0,0.0,0.0,0.0,0.0,0.0,0.0
G_79651,D_ORPHA:2198,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5982,D_OMIM:612649,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_8733,D_ORPHA:529665,1,0.0,0.0,0.0,0.0,0.0,0.0
G_9693,D_OMIM:618075,1,0.0,0.0,0.0,0.0,0.0,0.0
G_3119,D_OMIM:254210,0,7.0,0.0,0.0,0.0,0.0,0.00047532820280664606
G_805,D_OMIM:308230,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_7473,D_ORPHA:289365,0,0.0,0.0,0.0,0.0,0.0,0.0
G_7518,D_ORPHA:171445,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_9646,D_ORPHA:97346,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_9439,D_OMIM:300991,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_5310,D_ORPHA:88924,1,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_440138,D_OMIM:613661,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4810,D_OMIM:621460,0,5.0,0.0,0.0,0.0,0.0,0.00033952014486189
G_253738,D_ORPHA:96148,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5265,D_OMIM:274270,0,4.0,0.0,0.0,0.0,0.0,0.00027161611588951204
G_79753,D_ORPHA:308442,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_10507,D_ORPHA:171,1,0.0,0.0,0.0,0.0,0.0,0.0
G_11136,D_OMIM:620455,0,0.0,0.0,0.0,0.0,0.0,0.0
G_29920,D_OMIM:615278,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_1836,D_OMIM:222600,1,0.0,0.0,0.0,0.0,0.0,0.0
G_7466,D_OMIM:614296,1,0.0,0.0,0.0,0.0,0.0,0.0
G_144406,D_ORPHA:276234,1,20.0,0.0,0.0,0.0,0.0,0.00135808057944756
G_3064,D_ORPHA:508512,0,5.0,0.0,0.0,0.0,0.0,0.00033952014486189
G_27151,D_ORPHA:519388,1,0.0,0.0,0.0,0.0,0.0,0.0
G_79867,D_OMIM:613885,1,0.0,0.0,0.0,0.0,0.0,0.0
G_7058,D_ORPHA:641361,0,0.0,0.0,0.0,0.0,0.0,0.0
G_5260,D_ORPHA:715,1,0.0,0.0,0.0,0.0,0.0,0.0
G_84172,D_OMIM:618939,1,0.0,0.0,0.0,0.0,0.0,0.0
G_158326,D_ORPHA:217266,1,0.0,0.0,0.0,0.0,0.0,0.0
G_80055,D_OMIM:614736,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_9871,D_OMIM:617442,0,0.0,0.0,0.0,0.0,0.0,0.0
G_124401,D_OMIM:136570,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_113235,D_ORPHA:429,0,0.0,0.0,0.0,0.0,0.0,0.0
G_1528,D_OMIM:237900,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_64131,D_OMIM:620067,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_1813,D_ORPHA:75497,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_11011,D_OMIM:618050,1,0.0,0.0,0.0,0.0,0.0,0.0
G_6566,D_OMIM:619922,0,0.0,0.0,0.0,0.0,0.0,0.0
G_9620,D_ORPHA:79409,0,0.0,0.0,0.0,0.0,0.0,0.0
G_2187,D_ORPHA:391677,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_527,D_ORPHA:480898,0,0.0,0.0,0.0,0.0,0.0,0.0
G_2323,D_OMIM:607831,0,0.0,0.0,0.0,0.0,0.0,0.0
G_2984,D_ORPHA:314376,1,0.0,0.0,0.0,0.0,0.0,0.0
G_1316,D_OMIM:176807,1,5.0,0.0,0.0,0.0,0.0,0.00033952014486189
G_478,D_OMIM:618873,0,7.0,0.0,0.0,0.0,0.0,0.00047532820280664606
G_3043,D_OMIM:617980,1,0.0,0.0,0.0,0.0,0.0,0.0
G_27089,D_OMIM:615159,1,0.0,0.0,0.0,0.0,0.0,0.0
G_9949,D_ORPHA:688581,1,0.0,0.0,0.0,0.0,0.0,0.0
G_716,D_OMIM:618970,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_513,D_ORPHA:254913,1,6.0,0.0,0.0,0.0,0.0,0.000407424173834268
G_3039,D_OMIM:617973,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5663,D_OMIM:607822,1,5.0,0.0,0.0,0.0,0.0,0.00033952014486189
G_105259599,D_OMIM:180860,1,0.0,0.0,0.0,0.0,0.0,0.0
G_3954,D_ORPHA:496756,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_999,D_ORPHA:98977,0,27.0,0.0,0.0,0.0,0.0,0.001833408782254206
G_9213,D_ORPHA:423461,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_2902,D_OMIM:617820,1,0.0,0.0,0.0,0.0,0.0,0.0
G_11141,D_OMIM:300143,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4041,D_ORPHA:2924,1,33.0,0.0,0.0,0.0,0.0,0.0022408329560884743
G_1769,D_OMIM:239100,0,0.0,0.0,0.0,0.0,0.0,0.0
G_3426,D_OMIM:619196,0,6.0,0.0,0.0,0.0,0.0,0.000407424173834268
G_164,D_OMIM:619467,1,0.0,0.0,0.0,0.0,0.0,0.0
G_340719,D_OMIM:610896,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_1258,D_OMIM:613767,1,0.0,0.0,0.0,0.0,0.0,0.0
G_59341,D_ORPHA:93314,1,0.0,0.0,0.0,0.0,0.0,0.0
G_146206,D_OMIM:618131,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5371,D_OMIM:619844,0,0.0,0.0,0.0,0.0,0.0,0.0
G_116931,D_OMIM:243605,0,0.0,0.0,0.0,0.0,0.0,0.0
G_79365,D_ORPHA:397787,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_2581,D_OMIM:617798,0,4.0,0.0,0.0,0.0,0.0,0.00027161611588951204
G_134353,D_OMIM:619486,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4747,D_ORPHA:99939,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4254,D_OMIM:145250,1,0.0,0.0,0.0,0.0,0.0,0.0
G_10329,D_ORPHA:899,1,0.0,0.0,0.0,0.0,0.0,0.0
G_10564,D_OMIM:617671,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_347733,D_OMIM:616093,0,0.0,0.0,0.0,0.0,0.0,0.0
G_3756,D_ORPHA:66631,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_6098,D_OMIM:220110,0,9.0,0.0,0.0,0.0,0.0,0.0006111362607514021
G_5106,D_OMIM:261650,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5251,D_ORPHA:89936,1,0.0,0.0,0.0,0.0,0.0,0.0
G_60529,D_ORPHA:60015,1,0.0,0.0,0.0,0.0,0.0,0.0
G_6536,D_OMIM:621428,1,0.0,0.0,0.0,0.0,0.0,0.0
G_55240,D_OMIM:617018,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_81609,D_ORPHA:251663,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_6352,D_OMIM:609423,1,0.0,0.0,0.0,0.0,0.0,0.0
G_7922,D_OMIM:301132,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_8218,D_ORPHA:653712,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_5147,D_OMIM:615665,1,0.0,0.0,0.0,0.0,0.0,0.0
G_55159,D_ORPHA:84,1,14.0,0.0,0.0,0.0,0.0,0.0009506564056132921
G_84522,D_ORPHA:423384,1,0.0,0.0,0.0,0.0,0.0,0.0
G_2068,D_ORPHA:910,1,30.0,3.0,0.23076923076923078,1.9007930815553407,0.6166666666666667,0.014803078315844043
G_57591,D_OMIM:613011,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_27022,D_OMIM:214100,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_56623,D_ORPHA:75858,1,0.0,0.0,0.0,0.0,0.0,0.0
G_3848,D_ORPHA:538574,1,10.0,0.0,0.0,0.0,0.0,0.00067904028972378
G_26503,D_ORPHA:309331,1,0.0,0.0,0.0,0.0,0.0,0.0
G_8148,D_ORPHA:209916,1,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_57526,D_OMIM:300088,1,0.0,0.0,0.0,0.0,0.0,0.0
G_6638,D_ORPHA:177904,1,12.0,3.0,0.42857142857142855,1.9007930815553407,0.6166666666666667,0.013580805794341238
G_546,D_ORPHA:100075,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4160,D_ORPHA:1010,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_4190,D_ORPHA:308442,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_1795,D_OMIM:620987,0,0.0,0.0,0.0,0.0,0.0,0.0
G_7374,D_OMIM:614470,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_1457,D_OMIM:617062,1,0.0,0.0,0.0,0.0,0.0,0.0
G_8242,D_OMIM:618110,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_286151,D_OMIM:619938,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_26249,D_OMIM:620191,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_6529,D_OMIM:616421,1,0.0,0.0,0.0,0.0,0.0,0.0
G_80705,D_OMIM:618499,0,0.0,0.0,0.0,0.0,0.0,0.0
G_86,D_OMIM:307030,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_55074,D_OMIM:617408,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_8452,D_OMIM:620027,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_127833,D_OMIM:253250,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_8869,D_ORPHA:370933,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5261,D_OMIM:613027,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5335,D_OMIM:617388,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_23310,D_ORPHA:2512,1,24.0,0.0,0.0,0.0,0.0,0.001629696695337072
G_5880,D_ORPHA:183707,1,0.0,0.0,0.0,0.0,0.0,0.0
G_63931,D_OMIM:620166,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_8031,D_OMIM:617771,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_3973,D_OMIM:238320,1,0.0,0.0,0.0,0.0,0.0,0.0
G_83538,D_OMIM:617303,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_4744,D_ORPHA:803,1,62.0,2.0,0.0625,1.531574161186449,0.5333333333333333,0.012720688094069238
G_5567,D_ORPHA:71212,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_79068,D_ORPHA:438207,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_55737,D_OMIM:614203,1,0.0,0.0,0.0,0.0,0.0,0.0
G_374462,D_OMIM:613391,1,0.0,0.0,0.0,0.0,0.0,0.0
G_7293,D_OMIM:309610,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_28958,D_OMIM:619058,1,0.0,0.0,0.0,0.0,0.0,0.0
G_8449,D_ORPHA:441447,0,0.0,0.0,0.0,0.0,0.0,0.0
G_178,D_ORPHA:366,1,0.0,0.0,0.0,0.0,0.0,0.0
G_3685,D_OMIM:621375,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4053,D_ORPHA:3449,1,15.0,0.0,0.0,0.0,0.0,0.0010185604345856701
G_8820,D_OMIM:614675,0,5.0,0.0,0.0,0.0,0.0,0.00033952014486189
G_6794,D_OMIM:175200,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5825,D_ORPHA:477774,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_843,D_ORPHA:3261,1,6.0,0.0,0.0,0.0,0.0,0.000407424173834268
G_5949,D_OMIM:613982,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_23746,D_OMIM:268000,1,12.0,1.0,0.03125,0.6213349345596119,0.2,0.005070167496559437
G_9620,D_ORPHA:569816,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4149,D_OMIM:171300,1,6.0,3.0,0.25,1.8265671733784328,0.5595238095238095,0.01317338162050697
G_56984,D_ORPHA:93607,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_6820,D_ORPHA:313,1,16.0,5.0,0.5,4.416964242964376,1.5333333333333332,0.022363060208012556
G_5277,D_OMIM:300868,1,0.0,0.0,0.0,0.0,0.0,0.0
G_23166,D_OMIM:620729,1,0.0,0.0,0.0,0.0,0.0,0.0
G_712,D_ORPHA:3366,0,4.0,0.0,0.0,0.0,0.0,0.00027161611588951204
G_336,D_OMIM:621417,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5896,D_OMIM:617956,0,8.0,0.0,0.0,0.0,0.0,0.0005432322317790241
G_27238,D_ORPHA:79477,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_5880,D_OMIM:618986,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4536,D_ORPHA:2609,1,48.0,2.0,0.058823529411764705,1.3426824550040934,0.45,0.011770031688455945
G_431705,D_OMIM:615468,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_9698,D_OMIM:620719,1,0.0,0.0,0.0,0.0,0.0,0.0
G_6234,D_ORPHA:504476,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_1183,D_OMIM:300114,1,0.0,0.0,0.0,0.0,0.0,0.0
G_6132,D_ORPHA:726,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_916,D_OMIM:617183,0,0.0,0.0,0.0,0.0,0.0,0.0
G_847,D_ORPHA:480682,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_4835,D_OMIM:114480,1,19.0,6.0,0.2857142857142857,3.8442703032492895,1.1219548425430779,0.026822091443820587
G_57176,D_OMIM:615917,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5428,D_ORPHA:94125,1,0.0,0.0,0.0,0.0,0.0,0.0
G_55526,D_ORPHA:79154,1,0.0,0.0,0.0,0.0,0.0,0.0
G_388015,D_ORPHA:96184,1,10.0,2.0,1.0,1.3426824550040934,0.45,0.009189678587505582
G_1490,D_OMIM:122600,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_2261,D_ORPHA:93262,1,0.0,0.0,0.0,0.0,0.0,0.0
G_3417,D_OMIM:619971,0,7.0,0.0,0.0,0.0,0.0,0.00047532820280664606
G_88,D_ORPHA:708133,1,0.0,0.0,0.0,0.0,0.0,0.0
G_8788,D_ORPHA:254534,1,10.0,2.0,0.4,1.3426824550040934,0.45,0.009189678587505582
G_8518,D_ORPHA:1764,1,0.0,0.0,0.0,0.0,0.0,0.0
G_2735,D_OMIM:174400,1,0.0,0.0,0.0,0.0,0.0,0.0
G_7054,D_OMIM:620814,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_4509,D_ORPHA:480,1,4.0,0.0,0.0,0.0,0.0,0.00027161611588951204
G_629,D_OMIM:615561,1,0.0,0.0,0.0,0.0,0.0,0.0
G_1763,D_OMIM:615156,1,0.0,0.0,0.0,0.0,0.0,0.0
G_90678,D_ORPHA:46627,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_26525,D_ORPHA:247353,1,3.0,1.0,1.0,1.4426950408889634,0.5,0.004459031235808035
G_23524,D_OMIM:620953,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_367,D_ORPHA:95706,1,0.0,0.0,0.0,0.0,0.0,0.0
G_55624,D_OMIM:613151,1,0.0,0.0,0.0,0.0,0.0,0.0
G_1577,D_OMIM:600316,0,0.0,0.0,0.0,0.0,0.0,0.0
G_7100,D_OMIM:601744,1,0.0,0.0,0.0,0.0,0.0,0.0
G_10935,D_OMIM:619871,1,0.0,0.0,0.0,0.0,0.0,0.0
G_283446,D_ORPHA:2342,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_5648,D_ORPHA:79499,0,0.0,0.0,0.0,0.0,0.0,0.0
G_9325,D_OMIM:616866,1,0.0,0.0,0.0,0.0,0.0,0.0
G_387700,D_ORPHA:247794,1,0.0,0.0,0.0,0.0,0.0,0.0
G_6833,D_OMIM:240800,1,0.0,0.0,0.0,0.0,0.0,0.0
G_79583,D_OMIM:614970,1,0.0,0.0,0.0,0.0,0.0,0.0
G_23241,D_ORPHA:442835,1,42.0,0.0,0.0,0.0,0.0,0.0028519692168398766
G_59344,D_ORPHA:313,1,24.0,2.0,0.25,1.3426824550040934,0.45,0.010140334993118874
G_26580,D_OMIM:612651,0,0.0,0.0,0.0,0.0,0.0,0.0
G_90678,D_OMIM:614436,1,0.0,0.0,0.0,0.0,0.0,0.0
G_158,D_ORPHA:46,1,0.0,0.0,0.0,0.0,0.0,0.0
G_57679,D_OMIM:606353,1,0.0,0.0,0.0,0.0,0.0,0.0
G_3170,D_OMIM:617761,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_727676,D_ORPHA:542310,1,0.0,0.0,0.0,0.0,0.0,0.0
G_1428,D_OMIM:614224,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_54903,D_OMIM:615990,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4287,D_ORPHA:276238,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4893,D_OMIM:163200,1,24.0,2.0,0.05128205128205128,0.7627532206563028,0.14761904761904762,0.010140334993118874
G_3315,D_OMIM:615879,0,0.0,0.0,0.0,0.0,0.0,0.0
G_3861,D_OMIM:613642,0,10.0,0.0,0.0,0.0,0.0,0.00067904028972378
G_4935,D_OMIM:300500,1,0.0,0.0,0.0,0.0,0.0,0.0
G_8367,D_OMIM:620546,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_5238,D_ORPHA:443811,1,0.0,0.0,0.0,0.0,0.0,0.0
G_22859,D_OMIM:608688,0,2.0,0.0,0.0,0.0,0.0,0.00013580805794475602
G_1629,D_ORPHA:268145,1,8.0,2.0,0.6666666666666666,1.631586747071319,0.5833333333333333,0.009053870529560826
G_6524,D_ORPHA:99961,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_56983,D_ORPHA:437552,0,0.0,0.0,0.0,0.0,0.0,0.0
G_9031,D_OMIM:601495,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_54982,D_ORPHA:700472,1,0.0,0.0,0.0,0.0,0.0,0.0
G_444,D_ORPHA:412022,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5167,D_ORPHA:51608,1,8.0,1.0,0.034482758620689655,0.6213349345596119,0.2,0.004798551380669925
G_3313,D_OMIM:300367,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_340533,D_OMIM:300912,1,0.0,0.0,0.0,0.0,0.0,0.0
G_3295,D_ORPHA:642945,1,12.0,0.0,0.0,0.0,0.0,0.000814848347668536
G_1301,D_ORPHA:2021,1,8.0,1.0,0.022222222222222223,0.5581106265512472,0.16666666666666666,0.004798551380669925
G_55159,D_OMIM:600721,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_4709,D_OMIM:618246,1,0.0,0.0,0.0,0.0,0.0,0.0
G_79989,D_OMIM:619534,1,0.0,0.0,0.0,0.0,0.0,0.0
G_91662,D_ORPHA:247868,1,0.0,0.0,0.0,0.0,0.0,0.0
G_7504,D_OMIM:609465,0,0.0,0.0,0.0,0.0,0.0,0.0
G_3972,D_ORPHA:325448,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5339,D_ORPHA:254361,1,0.0,0.0,0.0,0.0,0.0,0.0
G_153241,D_OMIM:616300,1,0.0,0.0,0.0,0.0,0.0,0.0
G_7543,D_OMIM:609227,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_36,D_OMIM:610006,1,0.0,0.0,0.0,0.0,0.0,0.0
G_9276,D_ORPHA:352328,0,3.0,0.0,0.0,0.0,0.0,0.000203712086917134
G_2232,D_ORPHA:101084,0,0.0,0.0,0.0,0.0,0.0,0.0
G_359948,D_ORPHA:696904,1,0.0,0.0,0.0,0.0,0.0,0.0
G_5788,D_OMIM:619924,1,0.0,0.0,0.0,0.0,0.0,0.0
G_7454,D_ORPHA:357008,0,0.0,0.0,0.0,0.0,0.0,0.0
G_79971,D_OMIM:619648,1,0.0,0.0,0.0,0.0,0.0,0.0
G_4054,D_OMIM:616521,0,4.0,0.0,0.0,0.0,0.0,0.00027161611588951204
G_4534,D_ORPHA:456328,1,0.0,0.0,0.0,0.0,0.0,0.0
G_2615,D_ORPHA:697389,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_79068,D_OMIM:612460,1,0.0,0.0,0.0,0.0,0.0,0.0
G_2187,D_ORPHA:84,1,28.0,0.0,0.0,0.0,0.0,0.0019013128112265842
G_2239,D_ORPHA:373,1,3.0,1.0,0.25,0.9102392266268373,0.3333333333333333,0.004459031235808035
G_79879,D_OMIM:612900,0,1.0,0.0,0.0,0.0,0.0,6.790402897237801e-05
G_5530,D_OMIM:617711,1,0.0,0.0,0.0,0.0,0.0,0.0
